eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
2929,1,2,486.62,60.23,40.06,5.9,1,1402.68,495.73,1169.12,486.62,25.89,25.89,5.65,27.12,27.12,5.9,1398.34,499.98,1404.51,500.05,1167.89,491.34,1174.22,491.33,453.15,275.54,474.73,269.76,0,1,1,2,-1,-1,-13.44,60.23,731.89,40.06,62.3,732.57,-0.04,0.12,-0.99,0.04,0.14,-0.99,0,0,0
2930,1,2,486.93,60.38,40.07,5.91,1,1402.74,496.24,1169.46,486.93,25.83,25.83,5.66,27.12,27.12,5.91,1398.56,500.34,1404.57,500.37,1168.23,491.83,1174.37,491.79,455.59,281.54,473.15,261.9,0,1,1,2,-1,-1,-13.53,60.38,734.69,40.07,62.3,733.92,-0.04,0.11,-0.99,0.03,0.15,-0.99,0,0,0
2931,1,2,487.52,60.17,40.16,5.92,1,1402.3,496.77,1169.43,487.52,25.76,25.76,5.67,26.84,26.84,5.92,1398.36,500.98,1404.54,500.96,1168.24,492.3,1174.3,492.33,469.64,281.83,472.6,262.24,0,1,1,2,-1,-1,-13.48,60.17,733.86,40.16,62.31,735.4,-0.02,0.12,-0.99,0.03,0.14,-0.99,0,0,0
2932,1,2,488.01,59.81,40.15,5.94,1,1402.35,497.21,1169.53,488.01,25.82,25.82,5.67,27.17,27.17,5.94,1397.84,501.39,1404.27,501.39,1168.06,493.11,1174.27,493.25,454.83,283.67,467.19,242.6,0,1,1,2,-1,-1,-13.33,59.81,730.67,40.15,62.05,734.73,-0.04,0.12,-0.99,0.03,0.16,-0.99,0,0,0
2933,1,2,488.76,59.88,40.2,5.95,1,1401.84,497.77,1169.39,488.76,26.18,26.18,5.69,27.22,27.22,5.95,1397.59,502.11,1403.76,501.96,1167.85,493.66,1174.08,493.58,458.21,281.55,463.21,256.77,0,1,1,2,-1,-1,-13.3,59.88,733.38,40.2,61.95,734.74,-0.04,0.12,-0.99,0.02,0.15,-0.99,0,0,0
2934,1,2,489.49,60.06,40.16,5.96,1,1401.93,498.45,1169.17,489.49,25.68,25.68,5.69,27.02,27.02,5.96,1397.57,502.43,1403.55,502.47,1167.86,494.34,1174.13,494.39,451.67,288.59,468.33,255.09,0,1,1,2,-1,-1,-13.33,60.06,736.72,40.16,61.74,734.29,-0.05,0.11,-0.99,0.03,0.15,-0.99,0,0,0
2935,1,2,490.13,59.77,40.2,5.97,1,1401.92,498.98,1169.29,490.13,25.55,25.55,5.68,27.16,27.16,5.97,1397.63,503.28,1403.78,503.22,1168.21,495.15,1174.27,495.25,453.58,282.68,473.42,240.66,0,1,1,2,-1,-1,-13.34,59.77,735.52,40.2,61.69,736.03,-0.04,0.12,-0.99,0.04,0.16,-0.99,0,0,0
2936,1,2,490.76,59.6,40.19,5.98,1,1402.08,499.3,1169.86,490.76,25.76,25.76,5.68,27.07,27.07,5.98,1397.67,503.39,1403.95,503.47,1168.44,495.8,1174.51,495.89,452.6,287.23,465.2,236.48,0,1,1,2,-1,-1,-13.34,59.6,733.95,40.19,61.6,736.76,-0.04,0.12,-0.99,0.02,0.16,-0.99,0,0,0
2937,1,2,491.36,59.86,40.29,5.99,1,1401.91,499.5,1169.79,491.36,25.83,25.83,5.69,27.31,27.31,5.99,1397.61,503.42,1403.66,503.47,1168.4,496.27,1174.41,496.35,451.18,292.57,462.71,241.23,0,1,1,2,-1,-1,-13.36,59.86,737.2,40.29,61.62,738.31,-0.04,0.11,-0.99,0.02,0.15,-0.99,0,0,0
2938,1,2,492.01,59.61,40.34,6,1,1401.26,499.49,1169.43,492.01,25.66,25.66,5.69,27.11,27.11,6,1397.03,503.56,1403.33,503.46,1168.08,496.95,1174.19,497.11,455.58,292.78,465.87,235.36,0,1,1,2,-1,-1,-13.2,59.61,734.22,40.34,61.44,738.12,-0.03,0.11,-0.99,0.03,0.16,-0.99,0,0,0
2939,1,2,492.82,59.75,40.6,6,1,1400.27,499.63,1168.51,492.82,25.67,25.67,5.69,26.95,26.95,6,1396.09,503.8,1402.2,503.72,1167.34,497.78,1173.36,497.75,455.14,290.56,468.42,236.03,0,1,1,2,-1,-1,-13,59.75,736.67,40.6,61.39,739.58,-0.04,0.12,-0.99,0.04,0.15,-0.99,0,0,0
2940,1,2,493.96,59.63,40.85,6,1,1399.36,500.27,1167.66,493.96,25.74,25.74,5.69,26.92,26.92,6,1395.22,504.25,1401.37,504.29,1166.46,498.91,1172.48,499.02,458.8,295.14,467.45,231.91,0,1,1,2,-1,-1,-12.8,59.63,736.65,40.85,61.17,740.32,-0.03,0.11,-0.99,0.03,0.16,-0.99,0,0,0
2941,1,2,495.21,59.66,40.83,6,1,1398.66,500.5,1167.25,495.21,25.58,25.58,5.69,26.93,26.93,6,1394.44,504.77,1400.49,504.7,1165.94,500.19,1172.2,500.26,454.95,287.88,467.93,230.69,0,1,1,2,-1,-1,-12.63,59.66,738.37,40.83,60.7,738.24,-0.04,0.12,-0.99,0.03,0.16,-0.99,0,0,0
2942,1,2,496.34,59.43,40.98,6.01,1,1398.01,500.95,1167.16,496.34,25.74,25.74,5.69,27.07,27.07,6.01,1394.09,505.29,1400.29,505.31,1165.85,501.24,1171.91,501.3,467.25,283.34,465.49,230.93,0,1,1,2,-1,-1,-12.55,59.43,737.16,40.98,60.61,740.15,-0.02,0.13,-0.99,0.03,0.16,-0.99,0,0,0
2943,1,2,497.31,59.32,40.82,6.01,1,1398.19,501.63,1167.4,497.31,25.69,25.69,5.69,27.17,27.17,6.01,1394.04,505.61,1400.3,505.51,1165.98,502.13,1172.24,502.28,463.51,298.6,465.29,233.62,0,1,1,2,-1,-1,-12.54,59.32,736.6,40.82,60.24,738.31,-0.03,0.11,-0.99,0.03,0.15,-0.99,0,0,0
2944,1,2,497.79,59.4,40.9,6.01,1,1398.75,501.67,1167.58,497.79,25.63,25.63,5.69,26.81,26.81,6.01,1394.34,505.87,1400.41,505.84,1166.4,502.75,1172.38,502.77,450.7,287.26,468.79,230.64,0,1,1,2,-1,-1,-12.61,59.4,738.45,40.9,60.32,740.88,-0.05,0.12,-0.99,0.03,0.16,-0.99,0,0,0
2945,1,2,498.28,59.48,40.92,6.01,1,1398.8,501.76,1168.13,498.28,25.5,25.5,5.69,26.92,26.92,6.01,1394.58,505.83,1400.61,505.85,1166.76,503.08,1172.67,503.1,456.97,290.44,463.61,232.02,0,1,1,2,-1,-1,-12.68,59.48,739.42,40.92,60.39,742.69,-0.04,0.12,-0.99,0.02,0.15,-0.99,0,0,0
2946,1,2,498.1,59.63,40.87,6.01,1,1399.11,501.41,1168.01,498.1,25.7,25.7,5.69,26.75,26.75,6.01,1394.62,505.4,1400.64,505.45,1166.9,502.89,1172.92,503.01,445.38,293.19,468.47,232.98,0,1,1,2,-1,-1,-12.7,59.63,740.03,40.87,60.4,742.43,-0.05,0.11,-0.99,0.04,0.15,-0.99,0,0,0
2947,1,2,497.62,59.82,40.88,6.01,1,1398.82,501.04,1167.99,497.62,25.67,25.67,5.7,27.02,27.02,6.01,1394.56,505.19,1400.5,505.21,1166.78,502.54,1172.83,502.53,451.66,286.76,468.93,233.26,0,1,1,2,-1,-1,-12.71,59.82,741.78,40.88,60.49,742.34,-0.05,0.12,-0.99,0.03,0.16,-0.99,0,0,0
2948,1,2,497.52,59.86,41.06,6.03,1,1398.37,500.57,1167.96,497.52,25.94,25.94,5.72,27.22,27.22,6.03,1394.27,504.9,1400.35,504.92,1166.54,502.33,1172.48,502.4,461.76,277.36,464.16,234.03,0,1,1,2,-1,-1,-12.65,59.86,741.36,41.06,60.69,744.23,-0.03,0.13,-0.99,0.02,0.15,-0.99,0,0,0
2949,1,2,497.69,59.71,41.1,6.02,1,1398.3,501.12,1167.71,497.69,25.64,25.64,5.72,26.68,26.68,6.02,1394.11,505.25,1400.28,505.27,1166.43,502.52,1172.41,502.45,460.27,283.54,466.82,235.68,0,1,1,2,-1,-1,-12.61,59.71,740.56,41.1,60.69,744.64,-0.04,0.12,-0.99,0.03,0.15,-0.99,0,0,0
2950,1,2,498.31,59.51,41.1,6.02,1,1398.38,501.76,1167.66,498.31,25.88,25.88,5.72,26.76,26.76,6.02,1394.16,505.94,1400.32,506.04,1166.43,503.1,1172.46,503.16,458.43,279.04,467.49,236.11,0,1,1,2,-1,-1,-12.61,59.51,740.25,41.1,60.54,744.66,-0.04,0.12,-0.99,0.03,0.15,-0.99,0,0,0
2951,1,2,498.48,59.49,40.84,5.99,1,1398.94,502.46,1167.96,498.48,25.36,25.36,5.71,26.21,26.21,5.99,1394.63,506.58,1400.64,506.62,1166.91,503.28,1173.14,503.3,450.34,279.53,475.09,237.54,0,1,1,2,-1,-1,-12.73,59.49,741.75,40.84,60.33,742.53,-0.05,0.12,-0.99,0.05,0.15,-0.99,0,0,0
2952,1,2,498.55,59.45,40.84,5.96,1,1399.63,503.02,1168.76,498.55,25.23,25.23,5.7,25.97,25.97,5.96,1395.52,507.31,1401.46,507.27,1167.54,503.21,1173.53,503.21,456.16,275.29,467.64,241.28,0,1,1,2,-1,-1,-12.96,59.45,743.34,40.84,60.52,744.64,-0.04,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2953,1,2,498.19,59.27,40.16,5.92,1,1402.62,503.76,1172.13,498.19,24.75,24.75,5.67,25.75,25.75,5.92,1397.26,507.48,1403.43,507.45,1169.86,502.74,1176.03,502.63,346.17,298.86,373.39,258.95,0,1,1,2,-1,-1,-13.37,59.27,741.53,40.16,60.48,742.6,-0.09,0.1,-0.99,-0.01,0.14,-0.99,0,0,0
2954,1,2,497.38,59.32,39.85,5.88,1,1404.39,503.44,1174.27,497.38,24.35,24.35,5.63,25.38,25.38,5.88,1398.76,507.43,1404.86,507.51,1171.51,501.78,1177.54,501.87,319.94,279.87,322.19,275.71,0,1,1,2,-1,-1,-13.72,59.32,742.18,39.85,60.78,743.79,-0.11,0.11,-0.99,-0.04,0.13,-0.99,0,0,0
2955,1,2,496.58,59.46,39.59,5.82,1,1405.4,503.65,1174.82,496.58,23.89,23.89,5.57,24.89,24.89,5.82,1399.59,507.44,1405.53,507.48,1172.09,501.11,1178.28,501.25,294,288.89,331.79,267.03,0,1,1,2,-1,-1,-13.93,59.46,743.91,39.59,60.78,741.91,-0.12,0.1,-0.99,-0.03,0.14,-0.99,0,0,0
2956,1,2,495.91,59.41,39.57,5.76,1,1405.95,504.18,1175.52,495.91,23.58,23.58,5.52,24.36,24.36,5.76,1400.07,507.86,1406.02,507.98,1172.61,500.65,1178.62,500.64,284.21,295.35,318.89,259.79,0,1,1,2,-1,-1,-14.06,59.41,744.67,39.57,61.03,743.39,-0.12,0.1,-0.99,-0.05,0.15,-0.99,0,0,0
2957,1,2,496.42,59.19,39.4,5.71,1,1406.34,504.99,1175.99,496.42,23.38,23.38,5.47,24.52,24.52,5.71,1400.47,508.77,1406.51,508.71,1173.21,501.09,1179.29,501.26,284.1,298.86,324.5,261.21,0,1,1,2,-1,-1,-14.16,59.19,744.35,39.4,60.87,743.04,-0.12,0.1,-0.99,-0.04,0.15,-0.99,0,0,0
2958,1,2,497.09,58.88,39.37,5.65,1,1406.71,505.92,1176.4,497.09,23.14,23.14,5.42,24.12,24.12,5.65,1400.83,509.91,1406.95,509.9,1173.67,501.79,1179.64,501.84,284.2,287.5,325.41,265.15,0,1,1,2,-1,-1,-14.24,58.88,743.84,39.37,60.82,744.22,-0.12,0.11,-0.99,-0.04,0.15,-0.99,0,0,0
2959,1,2,497.99,58.61,39.2,5.58,1,1406.95,507.32,1177.07,497.99,22.98,22.98,5.37,23.48,23.48,5.58,1401.29,511.1,1407.37,511.25,1174.25,502.91,1180.32,502.97,294.38,297.33,325.94,256.2,0,1,1,2,-1,-1,-14.35,58.61,744.2,39.2,60.51,743.71,-0.11,0.11,-0.99,-0.04,0.16,-0.99,0,0,0
2960,1,2,499.22,58.57,39.15,5.53,1,1407.38,508.23,1177.31,499.22,22.64,22.64,5.32,23.65,23.65,5.53,1401.64,512.25,1407.46,512.24,1174.61,503.8,1180.6,503.92,284.27,288.33,327.74,272.22,0,1,1,2,-1,-1,-14.46,58.57,746.93,39.15,60.34,744.25,-0.12,0.12,-0.99,-0.04,0.14,-0.99,0,0,0
2961,1,2,499.74,58.46,39.09,5.47,1,1407.4,508.81,1177.58,499.74,22.21,22.21,5.26,23.21,23.21,5.47,1401.59,512.62,1407.52,512.61,1174.83,504.43,1180.85,504.46,282.98,300.04,327.85,272.1,0,1,1,2,-1,-1,-14.46,58.46,746.73,39.09,60.19,744.11,-0.12,0.11,-0.99,-0.04,0.15,-0.99,0,0,0
2962,1,2,500.06,58.38,39.12,5.43,1,1407.18,509.06,1177.65,500.06,22.21,22.21,5.21,23.44,23.44,5.43,1401.43,512.87,1407.43,512.86,1174.89,504.75,1180.83,504.63,285.04,303.24,326.76,275.98,0,1,1,2,-1,-1,-14.42,58.38,746.37,39.12,60.2,744.94,-0.11,0.11,-0.99,-0.04,0.14,-0.99,0,0,0
2963,1,2,500.03,58.46,39.2,5.38,1,1406.85,508.74,1177.14,500.03,21.67,21.67,5.15,22.84,22.84,5.38,1401.03,512.66,1406.99,512.72,1174.58,504.66,1180.58,504.68,282.26,299.04,333.58,277.2,0,1,1,2,-1,-1,-14.33,58.46,746.94,39.2,60.21,745.08,-0.12,0.11,-0.99,-0.03,0.14,-0.99,0,0,0
2964,1,2,500.22,58.65,39.23,5.33,1,1406.61,508.75,1177.15,500.22,21.7,21.7,5.1,22.85,22.85,5.33,1400.68,512.38,1406.55,512.46,1174.39,504.72,1180.41,504.83,277.35,305.88,328.44,280.52,0,1,1,2,-1,-1,-14.27,58.65,748.48,39.23,60.17,744.89,-0.13,0.1,-0.99,-0.04,0.14,-0.99,0,0,0
2965,1,2,500.36,58.6,39.24,5.28,1,1405.93,508.73,1176.87,500.36,21.74,21.74,5.06,22.48,22.48,5.28,1400.48,512.59,1406.45,512.53,1174.27,505.14,1180.33,505.3,290.9,305.34,334.74,271.1,0,1,1,2,-1,-1,-14.23,58.6,748.3,39.24,60.05,744.63,-0.1,0.11,-0.99,-0.03,0.15,-0.99,0,0,0
2966,1,2,501.21,58.51,39.25,5.23,1,1406,509.51,1177.08,501.21,21.63,21.63,5.03,22.32,22.32,5.23,1400.48,513.26,1406.4,513.27,1174.3,505.93,1180.32,506,289.81,308.14,331.28,273.9,0,1,1,2,-1,-1,-14.24,58.51,749.22,39.25,59.89,744.89,-0.11,0.1,-0.99,-0.04,0.15,-0.99,0,0,0
2967,1,2,502.45,58.36,39.24,5.19,1,1406.19,510.26,1177.17,502.45,21.22,21.22,4.98,22.31,22.31,5.19,1400.57,514.14,1406.45,514.14,1174.45,507.11,1180.47,507.24,286.57,304.44,333.64,275.58,0,1,1,2,-1,-1,-14.27,58.36,750.07,39.24,59.64,745.28,-0.11,0.11,-0.99,-0.04,0.15,-0.99,0,0,0
2968,1,2,503.6,58.14,39.21,5.15,1,1406.27,511.08,1177.41,503.6,21.16,21.16,4.95,22,22,5.15,1400.66,515.13,1406.6,515.06,1174.71,508.22,1180.65,508.3,288.61,299.19,334.22,278.53,0,1,1,2,-1,-1,-14.3,58.14,750.05,39.21,59.43,745.83,-0.11,0.12,-0.99,-0.04,0.15,-0.99,0,0,0
2969,1,2,504.67,58.1,39.12,5.1,1,1406.5,511.6,1177.47,504.67,21.1,21.1,4.91,21.88,21.88,5.1,1400.72,515.41,1406.64,515.47,1174.97,509.1,1181.05,509.2,282.52,304.97,341.08,285.68,0,1,1,2,-1,-1,-14.32,58.1,750.62,39.12,59.19,745.52,-0.12,0.11,-0.99,-0.02,0.14,-0.99,0,0,0
2970,1,2,504.64,58.13,39.13,5.07,1,1406.23,511.81,1177.5,504.64,20.86,20.86,4.88,21.91,21.91,5.07,1400.65,515.45,1406.55,515.54,1174.95,509.31,1180.99,509.37,287.5,311.21,342.92,281.85,0,1,1,2,-1,-1,-14.32,58.13,751.25,39.13,59.15,745.54,-0.11,0.1,-0.99,-0.03,0.15,-0.99,0,0,0
2971,1,2,504.46,58.26,39,5.04,1,1406.85,511.32,1177.96,504.46,20.61,20.61,4.84,22.01,22.01,5.04,1400.71,515.3,1406.51,515.39,1175.09,509.13,1181.33,509.33,248.95,298.67,339.43,280.77,0,1,1,2,-1,-1,-14.34,58.26,752.44,39,59.06,744.16,-0.14,0.12,-0.98,-0.04,0.15,-0.99,0,0,0
2972,1,2,504.46,58.24,39.22,5.02,1,1406.05,511.08,1177.61,504.46,20.9,20.9,4.82,21.86,21.86,5.02,1400.26,514.97,1406.29,515.06,1174.83,508.84,1180.7,508.99,282.6,302.85,335.85,291.5,0,1,1,2,-1,-1,-14.24,58.24,751.18,39.22,59.31,746.37,-0.12,0.11,-0.99,-0.04,0.14,-0.99,0,0,0
2973,1,2,504.48,58.37,39.29,4.97,1,1405.9,510.78,1177.41,504.48,20.7,20.7,4.79,21.2,21.2,4.97,1399.83,514.49,1405.8,514.62,1174.4,508.65,1180.39,508.68,258.93,307.14,326.59,322.08,0,1,1,2,-1,-1,-14.13,58.37,751.38,39.29,59.35,746.07,-0.13,0.11,-0.99,-0.05,0.12,-0.99,0,0,0
2974,1,2,504.33,58.54,39.32,4.95,1,1406.08,510.54,1177.17,504.33,20.35,20.35,4.76,21.51,21.51,4.95,1399.76,514.37,1405.55,514.45,1174.24,508.75,1180.25,508.68,223.71,302.71,328.08,307.77,0,1,1,2,-1,-1,-14.13,58.54,753.19,39.32,59.32,745.92,-0.15,0.11,-0.98,-0.05,0.13,-0.99,0,0,0
2975,1,2,504.41,58.55,39.29,4.93,1,1405.76,510.68,1177.38,504.41,20.2,20.2,4.73,21.5,21.5,4.93,1399.71,514.44,1405.56,514.52,1174.25,509,1180.33,509.26,244.1,304.7,320.64,286.49,0,1,1,2,-1,-1,-14.13,58.55,753.52,39.29,59.19,745.45,-0.13,0.11,-0.98,-0.05,0.15,-0.99,0,0,0
2976,1,2,505.19,58.38,39.24,4.89,1,1405.88,510.85,1177.31,505.19,20.27,20.27,4.7,21.07,21.07,4.89,1399.82,514.91,1405.79,514.88,1174.27,509.26,1180.38,509.39,246.16,295.52,318.5,336.81,0,1,1,2,-1,-1,-14.15,58.38,752.64,39.24,59.09,744.75,-0.13,0.12,-0.98,-0.05,0.12,-0.99,0,0,0
2977,1,2,505.06,58.29,39.27,4.87,1,1405.76,511.1,1177.23,505.06,20.64,20.64,4.7,21.35,21.35,4.87,1399.73,515.24,1405.7,515.19,1174.28,509.54,1180.29,509.54,247.19,289.99,320.22,307.36,0,1,1,2,-1,-1,-14.13,58.29,752.43,39.27,59.07,745.19,-0.13,0.12,-0.98,-0.05,0.14,-0.99,0,0,0
2978,1,2,505.36,58.36,39.31,4.85,1,1405.58,511.13,1176.95,505.36,20.09,20.09,4.67,21.24,21.24,4.85,1399.68,515.24,1405.5,515.34,1174.05,509.79,1180.09,509.85,249.1,284.94,321.22,311.75,0,1,1,2,-1,-1,-14.12,58.36,753.61,39.31,58.98,744.83,-0.13,0.13,-0.98,-0.05,0.14,-0.99,0,0,0
2979,1,2,505.4,58.27,39.44,4.84,1,1405.24,511.04,1176.68,505.4,20.27,20.27,4.65,21.41,21.41,4.84,1399.3,515.03,1405.38,515.16,1173.73,509.67,1179.66,509.72,253.92,289.37,315.49,324.66,0,1,1,2,-1,-1,-14.02,58.27,751.75,39.44,59.08,745.76,-0.12,0.12,-0.99,-0.05,0.13,-0.99,0,0,0
2980,1,2,505.02,58.29,39.5,4.83,1,1405.17,510.63,1176.26,505.02,20.16,20.16,4.64,21.27,21.27,4.83,1398.92,514.54,1405.03,514.61,1173.35,509.31,1179.37,509.39,239.63,292.46,316.74,325.18,0,1,1,2,-1,-1,-13.91,58.29,750.39,39.5,59.13,745.41,-0.14,0.11,-0.98,-0.05,0.13,-0.99,0,0,0
2981,1,2,504.64,58.45,39.51,4.81,1,1404.82,510.17,1176.21,504.64,20.34,20.34,4.63,21.05,21.05,4.81,1398.73,514.25,1404.66,514.26,1173.11,509.02,1179.23,509.23,240.84,285.74,313.75,319.13,0,1,1,2,-1,-1,-13.87,58.45,751.57,39.51,59.13,744.65,-0.13,0.12,-0.98,-0.05,0.14,-0.99,0,0,0
2982,1,2,504.61,58.59,39.55,4.8,1,1404.68,509.78,1175.83,504.61,20.51,20.51,4.63,21.17,21.17,4.8,1398.71,513.61,1404.65,513.67,1172.95,508.8,1179.02,508.74,246.17,295.03,314.52,335.48,0,1,1,2,-1,-1,-13.86,58.59,751.38,39.55,59.21,744.61,-0.13,0.11,-0.99,-0.04,0.12,-0.99,0,0,0
2983,1,2,504.41,58.72,39.56,4.8,1,1404.73,509.65,1175.9,504.41,20.39,20.39,4.63,21.32,21.32,4.8,1398.72,513.38,1404.56,513.46,1172.91,508.68,1178.96,508.69,242.86,299.77,313.03,332.82,0,1,1,2,-1,-1,-13.87,58.72,752.37,39.56,59.23,744.58,-0.13,0.11,-0.99,-0.05,0.13,-0.99,0,0,0
2984,1,2,504.14,58.67,39.71,4.79,1,1402.95,509.33,1174.05,504.14,20.28,20.28,4.62,21.33,21.33,4.79,1397.65,513.35,1403.6,513.4,1171.97,508.78,1178.12,508.67,313.03,291.37,406.91,313.6,0,1,1,2,-1,-1,-13.61,58.67,751.62,39.71,59.13,743.48,-0.1,0.12,-0.99,0,0.14,-0.99,0,0,0
2985,1,2,504.25,58.58,40.19,4.81,1,1400.57,509.3,1171.97,504.25,20.41,20.41,4.62,21.66,21.66,4.81,1396.24,513.41,1402.28,513.37,1170.68,508.95,1176.52,509.05,422.61,293.72,467.94,293.41,0,1,1,2,-1,-1,-13.27,58.58,750.5,40.19,59.27,746.04,-0.05,0.12,-0.99,0.03,0.15,-0.99,0,0,0
2986,1,2,504.67,58.56,40.24,4.83,1,1400.01,509.41,1171.42,504.67,20.5,20.5,4.62,21.89,21.89,4.83,1395.64,513.37,1401.63,513.42,1170.24,509.22,1176.23,509.25,419.9,298.04,477.86,305.53,0,1,1,2,-1,-1,-13.12,58.56,750.33,40.24,59.16,745.39,-0.05,0.12,-0.99,0.04,0.14,-0.99,0,0,0
2987,1,2,504.55,58.59,40.47,4.83,1,1399.54,509.01,1171.03,504.55,20.52,20.52,4.62,21.65,21.65,4.83,1395.54,513.35,1401.46,513.35,1169.7,509.22,1175.59,509.21,434.93,285.6,472.16,295.45,0,1,1,2,-1,-1,-13.09,58.59,750.57,40.47,59.29,746.94,-0.03,0.13,-0.99,0.03,0.15,-0.99,0,0,0
2988,1,2,504.43,58.64,40.51,4.85,1,1399.22,508.76,1170.71,504.43,20.7,20.7,4.63,21.83,21.83,4.85,1395.17,512.95,1401.18,512.97,1169.38,509.03,1175.35,509.01,440.31,292.14,471.76,296.68,0,1,1,2,-1,-1,-13,58.64,749.98,40.51,59.3,746.47,-0.03,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2989,1,2,504.06,58.55,40.58,4.86,1,1399.2,508.28,1170.37,504.06,21.07,21.07,4.65,21.8,21.8,4.86,1394.9,512.52,1401.1,512.45,1169.3,508.55,1175.21,508.5,434.9,293.41,478.08,301.79,0,1,1,2,-1,-1,-12.92,58.55,747.46,40.58,59.49,747.4,-0.04,0.13,-0.99,0.04,0.14,-0.99,0,0,0
2990,1,2,503.74,58.42,40.57,4.88,1,1399.1,508.19,1170.27,503.74,20.81,20.81,4.65,22.06,22.06,4.88,1394.92,512.28,1401.17,512.28,1169.2,508.36,1175.21,508.39,441.36,299.1,483.04,290.57,0,1,1,2,-1,-1,-12.89,58.42,745.1,40.57,59.49,747,-0.03,0.12,-0.99,0.04,0.15,-0.99,0,0,0
2991,1,2,503.93,58.4,40.56,4.9,1,1399.24,507.92,1170.31,503.93,20.86,20.86,4.66,22.35,22.35,4.9,1395.08,512.15,1401.25,512.2,1169.26,508.33,1175.28,508.37,441.99,294.45,485.35,298.51,0,1,1,2,-1,-1,-12.91,58.4,744.63,40.56,59.5,747.01,-0.04,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2992,1,2,503.93,58.55,40.59,4.93,1,1399.25,508.06,1170.57,503.93,20.89,20.89,4.66,22.3,22.3,4.93,1395.3,512.23,1401.26,512.22,1169.31,508.39,1175.27,508.39,446.55,297.7,479.23,295.97,0,1,1,2,-1,-1,-12.97,58.55,746.62,40.59,59.55,747.76,-0.03,0.12,-0.99,0.03,0.14,-0.99,0,0,0
2993,1,2,504.08,58.5,40.64,4.95,1,1399.28,508.05,1170.32,504.08,21.02,21.02,4.67,22.38,22.38,4.95,1395.37,512.3,1401.37,512.29,1169.3,508.47,1175.22,508.43,450.24,294.87,485.02,298.88,0,1,1,2,-1,-1,-12.98,58.5,746.17,40.64,59.59,748.4,-0.03,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2994,1,2,503.96,58.47,40.66,4.97,1,1399.16,508.15,1170.14,503.96,21.12,21.12,4.68,22.47,22.47,4.97,1395.31,512.37,1401.3,512.35,1169.19,508.56,1175.16,508.47,454.71,294.48,490.03,292.31,0,1,1,2,-1,-1,-12.96,58.47,745.97,40.66,59.57,748.43,-0.02,0.13,-0.99,0.05,0.14,-0.99,0,0,0
2995,1,2,504.01,58.32,40.62,4.98,1,1399.12,508.37,1170.19,504.01,21.31,21.31,4.7,22.42,22.42,4.98,1395.09,512.38,1401.25,512.35,1169.06,508.63,1175.14,508.51,454.08,301.55,487.78,291.6,0,1,1,2,-1,-1,-12.9,58.32,744.13,40.62,59.48,747.49,-0.03,0.11,-0.99,0.04,0.14,-0.99,0,0,0
2996,1,2,503.87,58.26,40.58,4.99,1,1399.2,507.91,1170.17,503.87,21.42,21.42,4.72,22.31,22.31,4.99,1395.03,512.28,1401.22,512.29,1169,508.41,1175.13,508.46,451.44,290.4,488.62,292.65,0,1,1,2,-1,-1,-12.87,58.26,743.05,40.58,59.44,746.51,-0.03,0.13,-0.99,0.04,0.14,-0.99,0,0,0
2997,1,2,503.69,58.3,40.57,5.01,1,1399.34,507.72,1170.09,503.69,21.2,21.2,4.72,22.73,22.73,5.01,1395.15,512.1,1401.26,512.19,1169.07,508.25,1175.14,508.29,450.63,285.79,492.66,291.39,0,1,1,2,-1,-1,-12.89,58.3,743.16,40.57,59.48,746.59,-0.04,0.14,-0.99,0.05,0.14,-0.99,0,0,0
2998,1,2,503.49,58.39,40.54,5.04,1,1398.86,507.67,1169.99,503.49,21.69,21.69,4.74,23.04,23.04,5.04,1394.98,511.93,1401,511.92,1168.95,508.05,1175.09,508.14,457.35,291.42,494.86,290.9,0,1,1,2,-1,-1,-12.85,58.39,743.72,40.54,59.44,745.58,-0.03,0.13,-0.99,0.05,0.14,-0.99,0,0,0
2999,1,2,503.17,58.32,40.58,5.07,1,1398.59,507.73,1169.6,503.17,21.62,21.62,4.76,23.15,23.15,5.07,1394.83,511.89,1400.93,511.88,1168.9,507.89,1174.94,508,465.93,296.23,506.72,283.28,0,1,1,2,-1,-1,-12.81,58.32,742.65,40.58,59.5,745.84,-0.02,0.12,-0.99,0.06,0.15,-0.99,0,0,0
