eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
2853,1,2,483.54,60.2,39.65,5.65,1,1404.45,494.88,1170.96,483.54,24.08,24.08,5.31,25.62,25.62,5.65,1400.23,499.39,1406.44,499.37,1169.48,488.18,1175.74,488.23,453.32,278.62,458.39,276.66,0,1,1,2,-1,-1,-13.85,60.2,729.76,39.65,62.95,731.7,-0.03,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2854,1,2,483.6,60.67,39.51,5.65,1,1404.45,495.17,1171.01,483.6,24.57,24.57,5.33,25.68,25.68,5.65,1400.52,499.39,1406.55,499.45,1169.53,488.24,1175.96,488.28,458.39,285.71,459.55,277.54,0,1,1,2,-1,-1,-14,60.67,735.55,39.51,62.78,729.83,-0.03,0.12,-0.99,0.03,0.13,-0.99,0,0,0
2855,1,2,484.37,60.18,39.38,5.61,1,1405.17,494.94,1170.95,484.37,24.6,24.6,5.34,24.78,24.78,5.61,1400.63,499.39,1406.92,499.53,1169.68,488.27,1176.15,488.37,445.52,274.81,462.12,361.47,0,1,1,2,-1,-1,-13.95,60.18,729.7,39.38,62.62,728.15,-0.05,0.13,-0.99,0.04,0.1,-0.99,0,0,0
2856,1,1,0,60.02,0,0,1,1405.64,495.89,0,0,23.22,23.22,5.3,0,0,0,1401.1,499.38,1407.47,499.43,0,0,0,0,447.05,371.04,0,0,0,1,0,1,-1,-1,-14.03,60.02,727.7,0,0,0,-0.05,0.08,-1,0,0,0,0,0,0
2857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,1,1,0,60.67,0,0,1,1409,494.6,0,0,21.92,21.92,5.21,0,0,0,1402.36,497.7,1408.6,497.73,0,0,0,0,220.79,385.37,0,0,0,1,0,1,-1,-1,-14.36,60.67,730.78,0,0,0,-0.15,0.07,-0.99,0,0,0,0,0,0
2868,1,1,0,60.6,0,0,1,1407.82,494.26,0,0,23.63,23.63,5.21,0,0,0,1402.19,498.22,1408.42,498.26,0,0,0,0,317.27,295.82,0,0,0,1,0,1,-1,-1,-14.33,60.6,731.44,0,0,0,-0.1,0.11,-0.99,0,0,0,0,0,0
2869,1,2,482.92,60.23,39.24,5.61,1,1407.76,494.65,1172.78,482.92,23.78,23.78,5.21,25.47,25.47,5.61,1401.97,498.47,1408.43,498.49,1170.48,487.26,1176.83,487.33,316.06,316.98,383.32,307.2,0,1,1,2,-1,-1,-14.23,60.23,727.56,39.24,62.89,728.55,-0.1,0.1,-0.99,-0.01,0.12,-0.99,0,0,0
2870,1,2,482.78,60.34,39.25,5.61,1,1407.63,494.08,1172.84,482.78,24.54,24.54,5.24,25.45,25.45,5.61,1401.96,498.57,1408.27,498.65,1170.44,487.29,1176.75,487.34,316.14,267.96,375.61,295.45,0,1,1,2,-1,-1,-14.25,60.34,729.34,39.25,62.88,728.52,-0.1,0.13,-0.99,-0.02,0.13,-0.99,0,0,0
2871,1,2,482.92,60.19,39.27,5.62,1,1407.24,493.63,1172.87,482.92,25.09,25.09,5.29,25.85,25.85,5.62,1401.87,498.49,1408.28,498.58,1170.46,487.35,1176.71,487.35,331.58,234.78,371.7,307.88,0,1,1,2,-1,-1,-14.2,60.19,727.26,39.27,62.9,728.83,-0.08,0.15,-0.99,-0.02,0.12,-0.99,0,0,0
2872,1,2,482.65,60,39.27,5.63,1,1407.58,493.65,1172.76,482.65,25.24,25.24,5.32,25.92,25.92,5.63,1401.81,498.37,1408.34,498.49,1170.47,487.31,1176.73,487.29,320.28,240.38,375.43,292.69,0,1,1,2,-1,-1,-14.15,60,724.71,39.27,62.93,728.97,-0.1,0.14,-0.98,-0.01,0.13,-0.99,0,0,0
2873,1,2,482.29,59.84,39.3,5.65,1,1407.62,493.52,1173.11,482.29,25.25,25.25,5.35,25.95,25.95,5.65,1401.8,498.31,1408.4,498.37,1170.51,487.26,1176.74,487.23,319.84,236.4,367.79,274.64,0,1,1,2,-1,-1,-14.11,59.84,722.55,39.3,63,729.62,-0.1,0.14,-0.98,-0.03,0.15,-0.99,0,0,0
2874,1,2,482.44,59.77,39.25,5.64,1,1407.55,493.57,1173.05,482.44,25.05,25.05,5.37,25.68,25.68,5.64,1401.84,498.25,1408.41,498.35,1170.53,487.07,1176.85,487.08,322.88,240.08,367.7,293.82,0,1,1,2,-1,-1,-14.1,59.77,721.51,39.25,62.99,729.05,-0.09,0.14,-0.99,-0.02,0.13,-0.99,0,0,0
2875,1,2,482.27,59.79,39.25,5.65,1,1407.64,493.27,1172.9,482.27,25.07,25.07,5.38,25.91,25.91,5.65,1401.93,498.17,1408.42,498.31,1170.58,486.75,1176.88,486.81,322.44,228.26,371.01,302.57,0,1,1,2,-1,-1,-14.11,59.79,721.66,39.25,63.06,729.13,-0.1,0.15,-0.98,-0.01,0.13,-0.99,0,0,0
2876,1,2,481.91,59.68,39.28,5.64,1,1407.4,493.33,1173.03,481.91,25.41,25.41,5.41,25.27,25.27,5.64,1401.87,498.32,1408.41,498.36,1170.56,487.04,1176.82,487.07,329.16,224.23,370.17,259.09,0,1,1,2,-1,-1,-14.08,59.68,720.55,39.28,63.04,729.59,-0.09,0.15,-0.98,-0.02,0.16,-0.99,0,0,0
2877,1,2,482.62,59.79,39.22,5.65,1,1407.66,493.92,1172.95,482.62,24.89,24.89,5.41,26.01,26.01,5.65,1402.08,498.88,1408.38,499.07,1170.54,487.33,1176.94,487.36,324.92,218.04,371.35,293.18,0,1,1,2,-1,-1,-14.16,59.79,723.67,39.22,62.89,728.63,-0.1,0.16,-0.98,-0.01,0.14,-0.99,0,0,0
2878,1,2,483.02,59.76,39.18,5.66,1,1407.7,494.53,1173.01,483.02,25.31,25.31,5.43,26.09,26.09,5.66,1402.18,499.4,1408.47,499.38,1170.68,487.88,1177.02,487.89,326.95,223.41,373.31,279.35,0,1,1,2,-1,-1,-14.2,59.76,724.5,39.18,62.75,728.45,-0.09,0.15,-0.98,-0.01,0.14,-0.99,0,0,0
2879,1,2,483.78,59.73,39.04,5.67,1,1407.6,494.77,1173.14,483.78,25.41,25.41,5.45,26.16,26.16,5.67,1402.31,499.72,1408.57,499.74,1170.75,488.2,1177.27,488.28,335.14,219.94,373.71,306.73,0,1,1,2,-1,-1,-14.24,59.73,725.09,39.04,62.49,726.43,-0.08,0.15,-0.99,-0.01,0.12,-0.99,0,0,0
2880,1,2,483.62,60.06,39.06,5.69,1,1408.09,494.69,1173.27,483.62,25.33,25.33,5.47,26.3,26.3,5.69,1402.55,499.47,1408.64,499.55,1171.01,488.07,1177.3,488.22,327.12,221.24,374.28,302.38,0,1,1,2,-1,-1,-14.34,60.06,728.4,39.06,62.6,727.38,-0.1,0.15,-0.98,-0.01,0.13,-0.99,0,0,0
2881,1,2,483.22,60.37,39.03,5.68,1,1407.93,494.43,1173.7,483.22,25.1,25.1,5.48,25.76,25.76,5.68,1402.61,499.22,1408.65,499.27,1171,487.64,1177.33,487.55,332.57,219.51,362.86,310.74,0,1,1,2,-1,-1,-14.41,60.37,731.42,39.03,62.69,726.96,-0.09,0.15,-0.99,-0.03,0.12,-0.99,0,0,0
2882,1,2,482.29,60.28,39.02,5.7,1,1407.84,493.88,1173.19,482.29,25.41,25.41,5.5,26.32,26.32,5.7,1402.37,498.77,1408.59,498.71,1170.97,487.23,1177.33,487.32,330.62,218.52,378.58,268.44,0,1,1,2,-1,-1,-14.33,60.28,728.99,39.02,62.73,726.6,-0.09,0.15,-0.98,-0.01,0.15,-0.99,0,0,0
2883,1,2,482.4,60.26,39,5.7,1,1407.7,493.58,1172.93,482.4,25.46,25.46,5.51,26.12,26.12,5.7,1402.08,498.34,1408.4,498.38,1170.65,487.07,1177.16,487.17,329.61,219.17,380.04,289.37,0,1,1,2,-1,-1,-14.25,60.26,727.7,39,62.65,725.27,-0.1,0.14,-0.98,-0.01,0.14,-0.99,0,0,0
2884,1,2,482.14,60.14,39.17,5.71,1,1407.46,493.15,1173.21,482.14,25.34,25.34,5.51,26.26,26.26,5.71,1401.79,498.22,1408.21,498.24,1170.46,487,1176.7,487.07,329.83,212.12,357.29,277.56,0,1,1,2,-1,-1,-14.15,60.14,725.81,39.17,62.82,727,-0.1,0.16,-0.98,-0.03,0.14,-0.99,0,0,0
2885,1,2,482.28,60.25,39.24,5.72,1,1407.28,493.5,1172.7,482.28,25.09,25.09,5.51,26.31,26.31,5.72,1401.73,498.28,1408.06,498.34,1170.37,487.1,1176.57,487.15,331.16,215.94,376.94,276.51,0,1,1,2,-1,-1,-14.16,60.25,727.34,39.24,62.88,727.91,-0.09,0.14,-0.99,-0.02,0.14,-0.99,0,0,0
2886,1,2,482.66,60.21,39.29,5.73,1,1406.32,494.05,1172.08,482.66,24.96,24.96,5.5,26.45,26.45,5.73,1401.18,498.79,1407.47,498.83,1169.99,487.36,1176.3,487.39,345.88,218.32,385.25,281.63,0,1,1,2,-1,-1,-14.05,60.21,728.25,39.29,62.78,727.45,-0.08,0.14,-0.99,0,0.14,-0.99,0,0,0
2887,1,2,483.47,60.08,39.56,5.73,1,1404.35,494.78,1170.29,483.47,24.92,24.92,5.49,25.99,25.99,5.73,1400.12,499.35,1406.43,499.35,1169.2,488,1175.37,488.17,459.38,232.99,483.87,284.81,0,1,1,2,-1,-1,-13.8,60.08,728.25,39.56,62.73,728.81,-0.03,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2888,1,2,483.81,60.08,39.62,5.74,1,1404.84,495.1,1170.78,483.81,24.92,24.92,5.49,26.23,26.23,5.74,1400.47,499.8,1406.73,499.75,1169.33,488.32,1175.45,488.41,449.17,229.9,443.71,289.34,0,1,1,2,-1,-1,-13.9,60.08,729.38,39.62,62.78,730.17,-0.04,0.14,-0.99,0.02,0.13,-0.99,0,0,0
2889,1,2,483.81,59.99,39.6,5.74,1,1404.83,495.54,1170.74,483.81,24.63,24.63,5.47,26.13,26.13,5.74,1400.55,499.99,1406.91,499.87,1169.38,488.39,1175.57,488.49,453.85,259.21,460.34,285.74,0,1,1,2,-1,-1,-13.92,59.99,728.71,39.6,62.77,730.27,-0.03,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2890,1,2,483.65,60.18,39.64,5.73,1,1404.96,495.07,1170.96,483.65,24.85,24.85,5.47,25.93,25.93,5.73,1400.62,499.45,1406.88,499.59,1169.38,488.22,1175.57,488.31,451.13,256.69,441.83,285.49,0,1,1,2,-1,-1,-13.94,60.18,729.88,39.64,62.87,730.95,-0.04,0.13,-0.99,0.02,0.13,-0.99,0,0,0
2891,1,2,483.19,60.27,39.69,5.73,1,1404.81,494.82,1170.67,483.19,24.76,24.76,5.47,25.92,25.92,5.73,1400.55,499.27,1406.82,499.22,1169.34,487.82,1175.52,487.94,452.5,262.38,459.67,281.19,0,1,1,2,-1,-1,-13.93,60.27,730.2,39.69,63.03,731.74,-0.03,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2892,1,2,482.79,60.39,39.77,5.72,1,1404.55,494.45,1170.35,482.79,24.68,24.68,5.46,25.61,25.61,5.72,1400.37,498.88,1406.64,498.78,1169.16,487.32,1175.33,487.33,454.84,267.29,466.17,283.98,0,1,1,2,-1,-1,-13.9,60.39,730.48,39.77,63.22,732.43,-0.03,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2893,1,2,482.51,60.44,39.76,5.71,1,1404.44,494.2,1170.23,482.51,24.85,24.85,5.46,25.79,25.79,5.71,1400.2,498.63,1406.49,498.5,1168.98,487.2,1175.28,487.3,455.13,270.01,469.26,281.51,0,1,1,2,-1,-1,-13.86,60.44,730.39,39.76,63.17,731.7,-0.03,0.12,-0.99,0.04,0.14,-0.99,0,0,0
2894,1,2,482.8,60.37,39.74,5.7,1,1404.57,494.37,1169.94,482.8,24.59,24.59,5.45,25.69,25.69,5.7,1400.11,498.71,1406.46,498.59,1168.91,487.28,1175.26,487.32,451.3,274.47,480.01,285.6,0,1,1,2,-1,-1,-13.83,60.37,729.82,39.74,63.12,731.2,-0.04,0.12,-0.99,0.05,0.13,-0.99,0,0,0
2895,1,2,482.77,60.31,39.76,5.7,1,1404.45,494.48,1170.16,482.77,24.65,24.65,5.44,25.73,25.73,5.7,1400.17,498.97,1406.45,499.04,1168.95,487.47,1175.25,487.39,452.89,265.97,475.26,284.17,0,1,1,2,-1,-1,-13.84,60.31,730.01,39.76,63.13,731.6,-0.04,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2896,1,2,483.33,60.37,39.75,5.69,1,1404.49,494.89,1170.28,483.33,24.8,24.8,5.45,25.72,25.72,5.69,1400.43,499.31,1406.49,499.36,1169.08,487.89,1175.33,488.04,455.23,269.47,475.11,285.06,0,1,1,2,-1,-1,-13.91,60.37,731.72,39.75,63.03,731.9,-0.03,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2897,1,2,483.55,60.41,39.79,5.71,1,1404.7,495,1170.5,483.55,24.89,24.89,5.45,26.12,26.12,5.71,1400.52,499.37,1406.6,499.42,1169.16,488.13,1175.33,488.3,454.14,271.25,468.9,284.28,0,1,1,2,-1,-1,-13.95,60.41,732.41,39.79,63.04,732.74,-0.04,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2898,1,2,483.65,60.49,39.82,5.71,1,1404.81,494.84,1170.44,483.65,24.9,24.9,5.46,25.97,25.97,5.71,1400.54,499.35,1406.64,499.4,1169.18,488.21,1175.33,488.3,451.81,267.51,469.88,284.3,0,1,1,2,-1,-1,-13.97,60.49,733.27,39.82,63.09,733.45,-0.04,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2899,1,2,483.51,60.65,39.84,5.72,1,1404.49,494.97,1170.42,483.51,25.13,25.13,5.48,26.06,26.06,5.72,1400.47,499.32,1406.52,499.33,1169.04,488.11,1175.29,488.29,456.67,272.45,469.26,281.99,0,1,1,2,-1,-1,-13.98,60.65,735.02,39.84,63.09,733.28,-0.03,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2900,1,2,483.28,60.6,39.85,5.72,1,1404.37,494.4,1169.96,483.28,25.26,25.26,5.49,25.98,25.98,5.72,1400.1,498.87,1406.38,498.96,1168.81,487.82,1175.12,487.98,454.65,268.36,476.72,282.3,0,1,1,2,-1,-1,-13.89,60.6,733.3,39.85,63.11,732.68,-0.04,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2901,1,2,482.94,60.51,39.92,5.72,1,1404.13,494.25,1169.92,482.94,25.06,25.06,5.5,25.91,25.91,5.72,1399.76,498.47,1406.22,498.53,1168.54,487.6,1174.78,487.59,455.36,274.97,471.97,281.46,0,1,1,2,-1,-1,-13.79,60.51,731.03,39.92,63.19,732.75,-0.04,0.12,-0.99,0.03,0.14,-0.99,0,0,0
2902,1,2,483.17,60.46,39.98,5.73,1,1404.02,494.11,1169.71,483.17,24.86,24.86,5.49,25.97,25.97,5.73,1399.64,498.44,1406.07,498.48,1168.37,487.5,1174.59,487.54,454.76,273.9,471.2,290.13,0,1,1,2,-1,-1,-13.74,60.46,730.29,39.98,63.22,732.95,-0.04,0.12,-0.99,0.03,0.12,-0.99,0,0,0
2903,1,2,483.24,60.38,39.97,5.73,1,1403.89,494.31,1169.39,483.24,24.77,24.77,5.48,26.15,26.15,5.73,1399.69,498.49,1406.1,498.6,1168.39,487.59,1174.6,487.57,457.57,279.16,479.34,292.75,0,1,1,2,-1,-1,-13.74,60.38,729.62,39.97,63.21,732.96,-0.03,0.12,-0.99,0.05,0.12,-0.99,0,0,0
2904,1,2,483.22,60.33,39.88,5.75,1,1404.3,494.38,1169.95,483.22,25.22,25.22,5.49,26.34,26.34,5.75,1399.95,498.7,1406.33,498.62,1168.62,487.62,1174.9,487.64,455.11,278.81,471.3,293.98,0,1,1,2,-1,-1,-13.79,60.33,729.36,39.88,63.14,732.31,-0.04,0.12,-0.99,0.03,0.12,-0.99,0,0,0
2905,1,2,483.07,60.39,39.8,5.75,1,1404.54,494.25,1170.19,483.07,24.93,24.93,5.49,26.11,26.11,5.75,1400.17,498.78,1406.47,498.59,1168.8,487.66,1175.13,487.57,454.6,272.56,469.19,289.11,0,1,1,2,-1,-1,-13.85,60.39,730.07,39.8,63.09,731.67,-0.04,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2906,1,2,482.98,60.33,39.75,5.74,1,1404.57,494.39,1170.3,482.98,24.83,24.83,5.48,25.81,25.81,5.74,1400.28,498.74,1406.6,498.74,1168.87,487.63,1175.19,487.47,455.8,276.96,466.96,289.83,0,1,1,2,-1,-1,-13.87,60.33,729.55,39.75,63.06,731.16,-0.03,0.12,-0.99,0.03,0.13,-0.99,0,0,0
2907,1,2,483.15,60.33,39.72,5.73,1,1404.45,494.42,1170.38,483.15,24.9,24.9,5.48,25.94,25.94,5.73,1400.31,498.84,1406.6,498.73,1168.86,487.61,1175.19,487.53,457.79,277.84,463.18,297.38,0,1,1,2,-1,-1,-13.87,60.33,729.7,39.72,63.01,730.6,-0.03,0.12,-0.99,0.03,0.12,-0.99,0,0,0
2908,1,2,482.96,60.25,39.72,5.73,1,1404.39,494.3,1169.8,482.96,25.34,25.34,5.49,25.93,25.93,5.73,1400.13,498.82,1406.49,498.7,1168.75,487.65,1175.07,487.55,457.26,275.66,477.35,289.79,0,1,1,2,-1,-1,-13.82,60.25,728.62,39.72,62.95,730.09,-0.03,0.13,-0.99,0.05,0.13,-0.99,0,0,0
2909,1,2,482.81,60.3,39.76,5.72,1,1404.44,494.4,1170.1,482.81,24.99,24.99,5.49,25.89,25.89,5.72,1400.07,498.79,1406.33,498.84,1168.52,487.67,1174.85,487.66,455.3,276.9,461.35,282.12,0,1,1,2,-1,-1,-13.81,60.3,729.44,39.76,62.91,729.8,-0.04,0.13,-0.99,0.02,0.14,-0.99,0,0,0
2910,1,2,483.39,60.31,39.83,5.73,1,1404.19,494.56,1169.63,483.39,25.08,25.08,5.49,26.08,26.08,5.73,1399.93,498.8,1406.19,498.9,1168.38,487.82,1174.61,487.88,455.73,280.31,467.71,297.38,0,1,1,2,-1,-1,-13.78,60.31,729.67,39.83,62.91,730.27,-0.04,0.12,-0.99,0.04,0.13,-0.99,0,0,0
2911,1,2,483.32,60.32,39.85,5.73,1,1404.02,494.4,1169.7,483.32,25.04,25.04,5.49,26.25,26.25,5.73,1399.91,498.78,1406.17,498.88,1168.31,487.89,1174.54,488.01,458.71,278.99,462.89,291.66,0,1,1,2,-1,-1,-13.77,60.32,729.61,39.85,62.9,730.45,-0.03,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2912,1,2,483.57,60.25,39.86,5.73,1,1404.18,494.21,1169.66,483.57,25.26,25.26,5.5,26.02,26.02,5.73,1399.92,498.74,1406.27,498.73,1168.32,487.96,1174.54,488.12,457.93,275.34,463.23,298.2,0,1,1,2,-1,-1,-13.77,60.25,728.6,39.86,62.9,730.67,-0.03,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2913,1,2,483.44,60.19,39.86,5.74,1,1404.22,494.17,1169.75,483.44,24.91,24.91,5.49,26.27,26.27,5.74,1399.88,498.62,1406.31,498.58,1168.28,487.95,1174.53,488.1,457.74,276.45,460.38,293.65,0,1,1,2,-1,-1,-13.75,60.19,727.43,39.86,62.9,730.56,-0.03,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2914,1,2,483.11,59.98,39.9,5.75,1,1403.87,494.02,1169.68,483.11,25.55,25.55,5.51,26.34,26.34,5.75,1399.68,498.39,1406.32,498.39,1168.27,487.81,1174.45,487.83,463.07,277.51,459.86,287.26,0,1,1,2,-1,-1,-13.67,59.98,724.35,39.9,62.98,730.95,-0.02,0.12,-0.99,0.03,0.14,-0.99,0,0,0
2915,1,2,483.09,60.05,39.94,5.76,1,1403.99,493.69,1169.29,483.09,25.4,25.4,5.51,26.2,26.2,5.76,1399.62,498.27,1406.09,498.22,1168.12,487.56,1174.33,487.47,458.23,273.22,465.01,294.27,0,1,1,2,-1,-1,-13.64,60.05,724.77,39.94,63.06,731.13,-0.04,0.13,-0.99,0.04,0.12,-0.99,0,0,0
2916,1,2,482.92,60.32,39.95,5.77,1,1403.8,493.63,1169.24,482.92,25.69,25.69,5.53,26.57,26.57,5.77,1399.54,498.18,1405.68,498.16,1167.88,487.44,1174.23,487.41,457.72,271.59,462.79,293.15,0,1,1,2,-1,-1,-13.64,60.32,727.88,39.95,63.04,730.57,-0.04,0.13,-0.99,0.03,0.13,-0.99,0,0,0
2917,1,2,483.11,60.45,39.99,5.78,1,1403.47,493.49,1168.91,483.11,25.14,25.14,5.53,26.47,26.47,5.78,1399.34,498.18,1405.46,498.19,1167.7,487.64,1174,487.57,459.42,263.51,467.07,293.61,0,1,1,2,-1,-1,-13.62,60.45,729.48,39.99,62.98,730.45,-0.03,0.14,-0.99,0.04,0.13,-0.99,0,0,0
2918,1,2,483.66,59.99,40.11,5.79,1,1403.16,493.99,1168.73,483.66,25.35,25.35,5.53,26.37,26.37,5.79,1398.81,498.4,1405.36,498.38,1167.35,488.14,1173.54,488.21,459.41,272.8,462.93,292.52,0,1,1,2,-1,-1,-13.46,59.99,724.46,40.11,62.9,730.98,-0.03,0.12,-0.99,0.03,0.13,-0.99,0,0,0
2919,1,2,484.26,60.18,40.16,5.8,1,1403.03,494.55,1168.47,484.26,25.69,25.69,5.55,26.48,26.48,5.8,1398.66,498.65,1404.95,498.84,1167.22,488.88,1173.41,488.93,456.72,279.28,464.74,288.84,0,1,1,2,-1,-1,-13.45,60.18,727.74,40.16,62.76,731.39,-0.04,0.12,-0.99,0.03,0.13,-0.99,0,0,0
2920,1,2,485,60.26,40.19,5.81,1,1402.71,494.44,1168.12,485,25.48,25.48,5.56,26.59,26.59,5.81,1398.37,499.03,1404.56,498.99,1166.91,489.4,1173.24,489.41,455.9,264.62,467.76,295.75,0,1,1,2,-1,-1,-13.41,60.26,729.49,40.19,62.6,730.8,-0.04,0.13,-0.99,0.04,0.12,-0.99,0,0,0
2921,1,2,485.34,60.22,40.26,5.82,1,1402.22,494.17,1167.67,485.34,25.84,25.84,5.58,26.71,26.71,5.82,1397.83,498.89,1404.11,498.9,1166.49,489.85,1172.85,490.01,454.26,254.35,470.19,291.55,0,1,1,2,-1,-1,-13.28,60.22,728.7,40.26,62.44,730.37,-0.04,0.14,-0.99,0.04,0.13,-0.99,0,0,0
2922,1,2,485.14,60.59,40.39,5.84,1,1401.6,494,1167.58,485.14,25.38,25.38,5.58,26.9,26.9,5.84,1397.39,498.38,1403.49,498.4,1166.17,489.88,1172.37,489.99,454.78,267.26,465.63,284.31,0,1,1,2,-1,-1,-13.21,60.59,731.74,40.39,62.5,731.13,-0.04,0.13,-0.99,0.03,0.14,-0.99,0,0,0
2923,1,2,484.7,60.54,40.47,5.84,1,1400.97,493.42,1166.77,484.7,25.5,25.5,5.58,26.59,26.59,5.84,1396.67,498,1402.95,497.88,1165.74,489.61,1172.02,489.53,454.11,262.12,477.12,273.96,0,1,1,2,-1,-1,-13.03,60.54,729.86,40.47,62.57,730.96,-0.04,0.13,-0.99,0.05,0.15,-0.99,0,0,0
2924,1,2,484.9,60.62,40.62,5.85,1,1400.4,493.38,1166.61,484.9,25.57,25.57,5.59,26.67,26.67,5.85,1396.21,497.7,1402.49,497.63,1165.3,489.48,1171.49,489.52,457.26,273.55,469.39,285.71,0,1,1,2,-1,-1,-12.93,60.62,730.06,40.62,62.64,731.6,-0.03,0.12,-0.99,0.03,0.13,-0.99,0,0,0
2925,1,2,485.3,60.52,40.67,5.86,1,1400.53,493.9,1166.67,485.3,25.63,25.63,5.6,26.77,26.77,5.86,1396.14,498.18,1402.4,498.24,1165.33,490.11,1171.47,490.17,452.44,270.89,469.27,271.8,0,1,1,2,-1,-1,-12.92,60.52,730.41,40.67,62.57,732.48,-0.04,0.12,-0.99,0.03,0.14,-0.99,0,0,0
2926,1,2,486.03,60.4,40.55,5.87,1,1400.47,494.36,1166.87,486.03,26.13,26.13,5.62,26.73,26.73,5.87,1396.33,498.92,1402.58,498.89,1165.67,490.64,1171.93,490.59,456.48,260.34,472.17,282.97,0,1,1,2,-1,-1,-12.97,60.4,730.83,40.55,62.42,731.98,-0.03,0.13,-0.99,0.04,0.13,-0.99,0,0,0
2927,1,2,486.41,60.06,40.46,5.87,1,1400.96,495.25,1167.76,486.41,26,26,5.64,26.63,26.63,5.87,1396.86,499.42,1403.31,499.39,1166.32,491.1,1172.46,491.19,464.79,283.66,465.55,274.91,0,1,1,2,-1,-1,-13.06,60.06,728.08,40.46,62.37,732.86,-0.02,0.11,-0.99,0.02,0.14,-0.99,0,0,0
2928,1,2,486.44,60.21,40.33,5.88,1,1402,495.42,1168.29,486.44,25.78,25.78,5.64,26.72,26.72,5.88,1397.71,499.61,1403.94,499.76,1167.24,491.23,1173.3,491.3,456.13,277.69,474.78,266.58,0,1,1,2,-1,-1,-13.28,60.21,730.68,40.33,62.45,734.19,-0.04,0.12,-0.99,0.04,0.15,-0.99,0,0,0
