onset		duration	sample	value	description
69.6133333333	76.0000000000	10442	4	n/a
70.1200000000	347.0000000000	10518	8	n/a
72.4333333333	76.0000000000	10865	4	n/a
72.9400000000	397.0000000000	10941	8	n/a
75.5866666667	47.0000000000	11338	4	n/a
75.9000000000	277.0000000000	11385	8	n/a
77.7466666667	61.0000000000	11662	4	n/a
78.1533333333	435.0000000000	11723	8	n/a
81.0533333333	55.0000000000	12158	4	n/a
81.4200000000	364.0000000000	12213	8	n/a
83.8466666667	75.0000000000	12577	4	n/a
84.3466666667	400.0000000000	12652	8	n/a
87.0133333333	77.0000000000	13052	4	n/a
87.5266666667	433.0000000000	13129	8	n/a
90.4133333333	75.0000000000	13562	4	n/a
90.9133333333	373.0000000000	13637	8	n/a
93.4000000000	49.0000000000	14010	4	n/a
93.7266666667	368.0000000000	14059	8	n/a
96.1800000000	76.0000000000	14427	4	n/a
96.6866666667	404.0000000000	14503	8	n/a
99.3800000000	75.0000000000	14907	4	n/a
99.8800000000	400.0000000000	14982	8	n/a
102.5466666667	77.0000000000	15382	4	n/a
103.0600000000	431.0000000000	15459	8	n/a
105.9333333333	75.0000000000	15890	4	n/a
106.4333333333	434.0000000000	15965	8	n/a
109.3266666667	48.0000000000	16399	4	n/a
109.6466666667	338.0000000000	16447	8	n/a
111.9000000000	77.0000000000	16785	4	n/a
112.4133333333	347.0000000000	16862	8	n/a
114.7266666667	70.0000000000	17209	4	n/a
115.1933333333	394.0000000000	17279	8	n/a
117.8200000000	76.0000000000	17673	4	n/a
118.3266666667	435.0000000000	17749	8	n/a
121.2266666667	58.0000000000	18184	4	n/a
121.6133333333	431.0000000000	18242	8	n/a
124.4866666667	73.0000000000	18673	4	n/a
124.9733333333	391.0000000000	18746	8	n/a
127.5800000000	30.0000000000	19137	4	n/a
127.7800000000	434.0000000000	19167	8	n/a
130.6733333333	76.0000000000	19601	4	n/a
131.1800000000	397.0000000000	19677	8	n/a
133.8266666667	75.0000000000	20074	4	n/a
134.3266666667	434.0000000000	20149	8	n/a
137.2200000000	77.0000000000	20583	4	n/a
137.7333333333	380.0000000000	20660	8	n/a
140.2666666667	59.0000000000	21040	4	n/a
140.6600000000	375.0000000000	21099	8	n/a
143.1600000000	59.0000000000	21474	4	n/a
143.5533333333	398.0000000000	21533	8	n/a
146.2066666667	76.0000000000	21931	4	n/a
146.7133333333	434.0000000000	22007	8	n/a
149.6066666667	39.0000000000	22441	4	n/a
149.8666666667	432.0000000000	22480	8	n/a
152.7466666667	60.0000000000	22912	4	n/a
153.1466666667	402.0000000000	22972	8	n/a
155.8266666667	30.0000000000	23374	4	n/a
156.0266666667	309.0000000000	23404	8	n/a
158.0866666667	61.0000000000	23713	4	n/a
158.4933333333	434.0000000000	23774	8	n/a
161.3866666667	67.0000000000	24208	4	n/a
161.8333333333	316.0000000000	24275	8	n/a
163.9400000000	55.0000000000	24591	4	n/a
164.3066666667	280.0000000000	24646	8	n/a
166.1733333333	70.0000000000	24926	4	n/a
166.6400000000	381.0000000000	24996	8	n/a
169.1800000000	48.0000000000	25377	4	n/a
169.5000000000	410.0000000000	25425	8	n/a
172.2333333333	62.0000000000	25835	4	n/a
172.6466666667	349.0000000000	25897	8	n/a
174.9733333333	76.0000000000	26246	4	n/a
175.4800000000	409.0000000000	26322	8	n/a
178.2066666667	76.0000000000	26731	4	n/a
178.7133333333	433.0000000000	26807	8	n/a
181.6000000000	77.0000000000	27240	4	n/a
182.1133333333	401.0000000000	27317	8	n/a
184.7866666667	63.0000000000	27718	4	n/a
185.2066666667	431.0000000000	27781	8	n/a
188.0800000000	76.0000000000	28212	4	n/a
188.5866666667	386.0000000000	28288	8	n/a
191.1600000000	76.0000000000	28674	4	n/a
191.6666666667	427.0000000000	28750	8	n/a
194.5133333333	52.0000000000	29177	4	n/a
194.8600000000	679.0000000000	29229	8	n/a
